subject,stem,alpha,full_path,low_path,is_phantom
Image_Quality,Image_Quality_phantom_EnIm1_Frame_264,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_264.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_264_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_264,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_264.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_264_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_267,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_267.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_267_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_267,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_267.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_267_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_267,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_267.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_267_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_267,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_267.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_267_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_268,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_268.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_268_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_268,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_268.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_268_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_268,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_268.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_268_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_268,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_268.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_268_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_269,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_269.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_269_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_269,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_269.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_269_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_269,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_269.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_269_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_269,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_269.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_269_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_270,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_270.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_270_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_270,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_270.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_270_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_270,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_270.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_270_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_270,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_270.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_270_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_271,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_271.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_271_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_271,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_271.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_271_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_271,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_271.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_271_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_271,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_271.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_271_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_272,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_272.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_272_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_272,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_272.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_272_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_272,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_272.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_272_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_272,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_272.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_272_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_273,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_273.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_273_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_273,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_273.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_273_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_273,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_273.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_273_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_273,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_273.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_273_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_276,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_276.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_276_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_276,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_276.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_276_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_276,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_276.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_276_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_276,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_276.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_276_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_278,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_278.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_278_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_278,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_278.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_278_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_278,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_278.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_278_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_278,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_278.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_278_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_279,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_279.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_279_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_279,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_279.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_279_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_279,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_279.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_279_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_279,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_279.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_279_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_280,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_280.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_280_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_280,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_280.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_280_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_280,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_280.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_280_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_280,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_280.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_280_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_281,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_281.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_281_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_281,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_281.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_281_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_281,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_281.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_281_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_281,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_281.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_281_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_282,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_282.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_282_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_282,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_282.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_282_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_282,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_282.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_282_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_282,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_282.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_282_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_283,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_283.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_283_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_283,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_283.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_283_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_283,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_283.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_283_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_283,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_283.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_283_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_284,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_284.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_284_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_284,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_284.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_284_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_284,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_284.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_284_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_284,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_284.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_284_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_286,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_286.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_286_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_286,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_286.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_286_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_286,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_286.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_286_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_286,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_286.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_286_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_288,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_288.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_288_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_288,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_288.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_288_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_288,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_288.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_288_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_288,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_288.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_288_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_289,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_289.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_289_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_289,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_289.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_289_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_289,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_289.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_289_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_289,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_289.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_289_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_291,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_291.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_291_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_291,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_291.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_291_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_291,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_291.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_291_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_291,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_291.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_291_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_294,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_294.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_294_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_294,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_294.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_294_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_294,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_294.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_294_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_294,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_294.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_294_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_295,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_295.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_295_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_295,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_295.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_295_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_295,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_295.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_295_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_295,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_295.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_295_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_296,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_296.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_296_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_296,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_296.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_296_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_296,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_296.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_296_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_296,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_296.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_296_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_297,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_297.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_297_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_297,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_297.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_297_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_297,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_297.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_297_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_297,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_297.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_297_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_298,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_298.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_298_uldl_100p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_298,0.05,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_298.dcm,D:\new data_back\PET_low_Combined_All\alpha_050p\Image_Quality_phantom_EnIm1_Frame_298_uldl_050p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_298,0.02,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_298.dcm,D:\new data_back\PET_low_Combined_All\alpha_020p\Image_Quality_phantom_EnIm1_Frame_298_uldl_020p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_298,0.01,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_298.dcm,D:\new data_back\PET_low_Combined_All\alpha_010p\Image_Quality_phantom_EnIm1_Frame_298_uldl_010p.dcm,True
Image_Quality,Image_Quality_phantom_EnIm1_Frame_299,0.1,D:\new data_back\PET_Combined_All\Image_Quality_phantom_EnIm1_Frame_299.dcm,D:\new data_back\PET_low_Combined_All\alpha_100p\Image_Quality_phantom_EnIm1_Frame_299_uldl_100p.dcm,True
